0,73,33,110,761,178,24,4,0,717,383,104,0,35,0,0,0,16,933,16,53,0,31,58,0,189,4,66,18,0,2,86,0,148,48,23,0,29,0,1,31,0,0,1635,43,34,0,103,28,2,34
0,206,76,132,1140,132,33,7,1,931,818,61,0,133,125,40,0,8,1359,47,47,0,58,50,5,151,9,107,32,25,5,128,0,197,100,30,0,29,34,2,98,0,0,3156,49,35,0,52,30,8,34
0,309,94,74,2050,238,20,6,1,1162,1043,54,8,58,211,26,0,29,2116,16,131,0,27,67,12,0,0,221,42,0,5,127,18,264,168,44,22,68,0,2,42,0,154,7215,38,72,4,91,38,5,39
0,292,112,292,4961,377,36,11,3,2859,1278,60,24,28,211,145,0,68,3640,17,171,10,53,22,9,63,0,68,123,72,12,231,48,1541,223,42,47,115,90,2,109,0,209,13503,114,121,4,115,41,0,35
0,445,111,628,7143,567,37,19,2,2798,2279,101,29,33,283,215,0,284,5341,34,0,12,120,111,109,276,35,216,150,375,9,475,154,1850,347,75,97,201,104,8,260,0,482,13986,122,32,4,374,90,0,38
232,1327,244,952,7559,844,51,37,5,3855,5044,78,23,64,736,198,21,324,8211,123,209,0,249,172,105,500,6,458,158,1031,22,704,244,2167,541,177,154,452,89,14,317,0,1733,24979,248,105,5,676,256,2,40
59,1643,333,1654,10289,1597,161,65,12,6906,6491,165,13,172,766,536,71,474,6714,416,640,0,481,710,98,1290,59,778,289,1211,35,1329,395,2621,1242,251,335,804,279,28,620,13,2905,27575,613,986,16,1386,328,10,32
54,1560,519,1597,11213,1935,196,47,25,5015,4644,220,83,191,998,338,145,684,3897,491,1014,18,792,653,248,691,47,1407,243,939,40,1582,592,2008,1597,488,476,1286,684,44,847,0,1453,21273,539,1081,31,2459,504,10,49
356,2013,982,1233,12820,2982,300,155,25,7273,10142,158,111,396,2093,759,99,1658,3813,632,1971,147,1416,936,517,1779,95,2586,420,2226,115,2603,758,924,3288,1018,1319,2390,1254,109,1771,12,3508,37198,765,1653,43,5217,998,16,158
507,3590,1002,1372,22398,4735,681,308,136,8564,17118,214,316,464,4679,2248,718,3358,3432,1611,3628,177,3157,2519,1277,3050,160,4930,866,2130,211,4457,2744,1206,5535,2329,3084,3392,2546,226,3921,13,7520,67215,1488,4884,37,7154,2143,156,229
1416,4999,4008,2809,27029,6596,1791,558,462,14217,26722,305,1688,613,10133,6232,889,7153,5779,3145,6015,401,4586,6152,4125,3606,389,7071,1301,5331,596,9574,4314,1105,14021,5170,5723,4502,7722,505,7347,86,16444,102941,3290,6672,94,8221,2896,592,626
1416,4999,4008,2809,27029,6596,1791,558,462,14217,26722,305,1688,613,10133,6232,889,7153,5779,3145,6015,401,4586,6152,4125,3606,389,7071,1301,5331,596,9574,4314,1105,14021,5170,5723,4502,7722,505,7347,86,16444,102941,3290,6672,94,8221,2896,592,626
646,3641,1365,2571,29726,5998,2227,331,291,7779,14629,375,1364,367,8081,2229,1456,3356,4274,4012,5914,407,3231,2265,2864,1911,417,5669,810,3364,374,7745,4299,834,13505,3957,4805,3251,8242,365,5141,110,9119,59727,3477,6339,164,5555,2059,455,203
510,2025,2086,2228,26020,5603,2723,251,254,6810,10325,275,973,263,6736,1634,1296,2194,2620,3999,5462,243,3024,1521,1532,1591,266,5857,625,2014,457,7934,6182,1109,9792,2949,3116,2127,6343,554,3279,65,5549,52454,2530,4715,106,3798,2065,339,404
255,2400,4149,3252,30953,6004,3713,257,298,7250,9692,397,1093,131,8744,1838,1747,3022,3403,5681,5702,688,3463,1932,5389,1460,250,5106,613,2042,501,8775,3583,912,13614,4293,4873,1621,8372,855,4051,83,3555,61432,4217,5079,348,3124,2772,639,754
634,3152,3391,5038,35291,7748,5299,342,255,11927,9753,524,1322,209,12261,3360,1492,3242,5191,7876,7646,840,5934,2528,9250,1767,566,5775,701,1939,628,10560,2732,2090,18775,7282,4001,1941,9148,905,4191,76,6579,59345,4634,7400,320,3733,3828,1059,1175
433,4914,8250,3730,34680,7700,6849,359,431,12249,12337,536,1978,265,16441,4777,2041,5007,7470,9022,9027,1032,7120,3378,11368,1879,700,7515,673,1596,958,11673,2392,1186,21825,11696,4522,1560,13069,1448,6470,196,9593,65969,4616,10697,683,3914,5327,2185,754
206,5303,5442,3447,31870,8357,7129,299,178,9384,11358,580,2889,118,21201,6399,2840,6216,7765,10214,8870,1295,8156,3858,12113,3026,515,8828,941,1757,1085,11797,1815,1412,25037,11837,4500,1286,13301,1615,8991,316,7551,53405,4219,12477,620,2934,6599,2584,745
105,3617,5405,2913,31644,5824,6032,338,421,7994,7080,595,3310,293,15534,6970,2908,4554,6101,7926,7339,1384,8650,5052,8789,2027,535,7104,1556,1319,1221,9273,1352,1324,18734,9558,5539,1270,10955,1494,6508,269,5022,48084,3573,10864,602,3019,7154,1862,644
131,3795,4406,3120,28122,5055,4506,244,471,5054,5035,404,3914,314,15300,7028,3334,3733,6725,6134,6027,1334,6596,4051,7627,1969,504,6009,770,1839,1018,8597,1531,1165,12836,7615,5770,1315,9557,1281,4016,172,3723,40515,3981,9702,529,2890,7382,1133,432
63,2122,6687,1528,23475,3863,2823,225,361,4383,3812,529,3094,612,13704,5641,2631,3385,3640,4054,5826,1469,5142,4237,10165,1665,762,4724,1046,1050,805,6430,795,1034,9702,7410,4877,1575,8479,785,3179,232,3894,30567,2846,7116,471,3625,6293,1202,432
432,1955,3788,1213,18125,3607,2266,226,207,6120,4586,451,3035,742,11421,5230,1724,3023,4022,3100,4933,1284,4783,3659,9961,1238,938,2857,735,1143,468,7305,629,639,6869,5707,3684,2041,7101,590,3773,234,6805,27647,2810,5318,407,5046,5696,1538,206
0,1589,1843,1119,9618,2944,1850,223,69,3323,4428,351,2188,648,8438,2462,680,2387,2359,3571,3915,1083,4022,2462,5779,657,632,2758,690,1164,211,6818,908,507,9277,3778,3321,1691,6328,281,3604,192,6182,14920,2166,9129,358,2423,5836,992,101
0,783,1113,406,3298,1091,865,117,38,2019,2369,322,1017,328,3053,1579,718,874,1764,1620,1661,891,1154,811,1545,70,348,1328,475,931,67,4312,213,36,6051,2144,1553,998,5053,55,1330,154,1411,7412,1656,4791,217,784,3009,494,112
0,220,414,129,615,225,199,40,2,540,910,133,76,249,436,98,907,162,384,287,483,171,242,182,337,0,122,411,119,67,9,1699,27,0,1571,346,526,306,1085,5,297,12,381,1533,244,452,147,209,785,146,0
0,52,48,0,453,21,24,13,1,254,360,152,98,150,558,19,105,11,178,139,66,16,55,96,35,0,3,98,20,64,4,622,5,0,820,112,121,29,557,0,109,0,0,638,68,43,89,34,144,70,0
0,28,40,0,169,0,0,5,0,41,258,87,0,0,306,0,0,22,0,61,0,0,25,0,12,0,5,43,3,0,1,188,0,0,0,61,156,6,133,0,0,0,191,629,21,106,10,0,31,2,0
0,15,0,57,0,15,34,0,0,106,124,62,14,0,0,4,57,0,0,37,0,0,17,0,16,0,0,0,4,0,0,0,0,0,0,18,64,0,0,0,0,0,0,169,0,103,39,0,0,0,0
0,12,0,0,44,18,0,0,0,8,31,0,0,118,257,8,0,9,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,50,0,0,8,0,0,0,0,0,171,10,0,3,0,14,0,0
0,0,0,0,0,0,21,0,0,11,31,0,0,254,376,4,84,0,0,50,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,3,0,54,0,0,0,0,21,0,0
0,0,0,0,0,0,0,0,0,16,95,0,32,0,182,0,0,0,0,0,0,0,4,45,2,197,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,225,0,0,8,0,0,0,0
0,0,0,0,64,0,0,0,0,48,44,0,0,162,157,0,0,0,0,0,0,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,28,0,211,0,0,0,0,89,0,0,20,0,34,0,0
0,14,0,0,0,0,11,0,0,63,115,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,6,0,0,0,0
0,0,0,0,0,5,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,4,0,0,0,0
0,36,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,117,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,188,88,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,131,46,0,0,0,86,68,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,151,0,0,88,0,80,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,69,165,2,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,23,0,25,0,0,0,0,0,157,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,32,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,544,25,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,12,0,0,0,0,0,0
0,0,0,0,211,0,0,0,0,55,128,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,161,0,0,0,0,0,137,0,0,0,0,0,0,0
0,0,0,0,91,0,0,0,0,165,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
0,0,0,0,141,0,0,0,0,55,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,329,85,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,562,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,28,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
0,0,0,22,0,0,0,0,0,102,0,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,288,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,10,0,0,0,0
0,30,0,0,60,4,0,0,0,115,301,0,0,0,262,0,0,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,40,6,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,369,0,0,0,0,0,0,0
0,0,0,0,44,0,0,0,0,97,112,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,24,0,0,0,0,95,0,0,358,0,0,0,0,0,12,0
0,0,0,0,76,0,0,0,0,131,63,2,0,0,234,15,0,0,0,0,0,0,0,15,0,0,0,72,0,47,0,0,0,0,0,20,0,27,0,0,142,0,0,421,0,0,7,0,12,4,0
0,85,0,0,25,9,0,0,0,137,59,0,0,0,0,0,0,0,0,5,0,0,0,0,12,73,0,0,0,0,0,0,26,0,26,25,0,24,0,0,132,0,0,229,0,0,6,0,16,1,0
0,0,0,0,27,3,0,0,0,46,32,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,48,0,21,0,0,69,0,0,233,0,0,0,0,12,0,0
0,0,0,21,212,2,0,0,0,117,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,66,0,0,247,9,0,0,16,0,2,0
0,35,0,0,62,0,0,0,0,0,313,0,0,0,113,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,25,0,6,0,0,98,0,0,255,0,0,0,0,3,3,0
0,0,0,0,58,0,0,0,0,96,171,0,0,32,246,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,18,0,9,0,0,67,0,0,426,20,0,22,0,4,3,0
0,44,12,34,21,2,0,0,0,212,163,0,0,41,373,0,0,8,0,9,0,0,4,0,0,177,0,42,0,0,0,0,12,0,4,50,0,0,0,0,133,0,0,423,0,0,0,6,2,2,0
0,0,0,0,9,0,0,0,0,81,183,1,0,21,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,166,0,0,382,0,0,0,0,3,1,0
0,30,11,0,32,2,0,0,0,200,164,1,0,28,98,0,27,0,0,10,15,0,2,0,7,0,0,53,0,0,0,0,0,0,0,19,11,4,0,0,81,0,0,573,12,0,0,0,0,0,0
0,93,20,0,45,1,0,0,0,46,91,0,0,0,110,0,12,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,15,26,0,6,0,0,55,0,0,619,0,0,0,8,2,3,0
0,24,9,0,36,0,0,0,0,477,95,0,0,12,0,0,0,0,0,4,7,0,0,2,4,108,0,39,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,869,0,0,4,0,1,5,0
0,33,16,0,45,0,0,0,0,111,134,0,0,10,185,0,0,0,0,0,8,0,4,1,0,0,0,0,0,50,0,0,0,0,9,64,0,4,26,0,79,0,0,652,0,0,0,0,1,6,0
0,48,13,0,74,1,0,0,0,0,183,0,0,0,84,0,0,0,38,5,6,0,3,0,0,0,0,0,0,0,0,0,1,0,10,0,0,2,0,0,67,0,219,790,0,0,0,7,0,0,0
0,43,0,0,42,0,0,0,0,119,77,0,0,20,72,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,6,0,4,0,0,62,0,0,927,0,0,0,0,0,1,0
0,75,0,0,7,0,0,0,0,52,15,0,0,10,94,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,65,0,0,417,0,0,0,0,0,5,0
0,59,0,0,3,0,0,0,0,158,56,0,0,0,91,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,12,1,9,0,61,0,0,632,0,0,0,0,2,1,0
0,21,0,0,5,0,0,0,0,110,132,0,0,0,0,0,0,0,0,0,16,0,2,0,3,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,15,0,141,335,0,0,0,0,1,2,0
0,14,0,0,14,0,0,0,0,134,77,0,0,13,80,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,895,0,0,0,0,3,0,0
0,34,25,0,14,0,0,0,0,66,34,0,0,0,0,9,0,0,0,3,0,0,3,0,2,90,0,33,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,283,0,0,1,0,2,1,0
0,0,0,0,22,0,0,0,0,0,43,1,0,0,61,0,0,0,0,3,10,0,0,0,0,209,0,0,0,0,0,0,1,0,0,5,0,2,9,0,0,0,0,402,0,0,0,0,1,0,0
0,0,0,0,10,2,0,0,0,61,22,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,37,0,0,0,0,2,0,3,4,0,1,0,0,104,0,0,72,0,0,0,0,2,0,0
0,22,0,0,11,0,0,0,0,57,40,0,0,0,138,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,36,0,0,17,0,0,0,0,1,0,0
0,38,0,0,3,0,0,0,0,191,36,0,0,0,39,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,78,0,0,0,0,1,0,0
0,0,8,0,8,0,0,0,0,267,35,1,0,9,0,0,28,0,0,10,5,0,0,0,1,190,0,0,0,0,0,0,1,0,4,5,0,1,0,0,0,0,0,114,0,0,0,0,2,0,0
0,55,0,0,0,0,0,0,0,111,10,3,0,0,52,0,29,0,0,0,5,0,3,2,2,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,3,3,0
0,23,0,0,0,0,0,0,0,104,51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,12,0,0,30,0,0,1,0,1,1,0
0,45,0,0,34,0,0,0,0,43,88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,0,1,0
0,13,0,0,14,0,0,0,0,79,49,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,10,0,0,0,157,26,0,0,1,0,2,0,0
0,16,0,0,21,0,0,0,0,48,67,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,66,0,0,0,0,8,0,0
0,20,0,0,11,0,0,0,0,63,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,0,0,1,0,7,0,0
0,0,0,0,11,0,0,0,0,622,98,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,46,0,0,5,0,1,0,0
0,45,0,0,0,0,0,0,0,383,137,3,0,14,96,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,45,0,0,2,0,2,0,0
0,18,0,0,53,0,0,0,0,449,152,5,0,12,0,0,0,0,0,0,0,0,0,0,0,189,0,40,0,0,0,0,1,0,0,0,0,0,0,0,6,0,221,55,0,0,0,0,14,0,0
